TOTAL_VALUE,LOT_SQFT,YR_BUILT,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,REMODEL
713.3,10150,1900,3393,2,10,7,2,2,1,1,Recent
375.9,7325,1920,1541,2,7,3,1,0,1,1,None
730.1,8631,1907,3250,2,12,5,2,1,1,2,None
493.68,5500,1920,2344,2,7,3,2,1,1,1,Recent
599.7,8040,1886,3112,2,12,4,1,1,1,1,None
420.1,5554,1930,1488,2,6,3,1,1,1,1,None
488,4479,1907,2324,2,9,3,1,1,1,1,None
571.4,6375,1887,1946,2,7,5,2,1,1,1,None
349.5,4779,1955,1414,1.5,6,3,1,1,1,1,None
300.4,5000,1955,988,1,5,3,1,1,1,1,None
342.1,3612,1931,1576,2,6,3,1,1,1,1,None
382.7,7154,1895,1622,2,8,3,1,1,1,0,None
533.7,11714,1900,2041,1.5,7,3,1,1,1,0,Recent
366.2,4205,1930,1472,2,7,4,1,0,1,1,None
385.6,5682,1930,2039,1,9,4,2,0,1,0,None
321.3,6300,1950,1237,1,5,2,1,1,1,1,None
537.4,5261,1900,2773,2,9,4,1,1,1,1,Recent
269.2,3800,1930,936,1,5,2,1,0,1,0,None
457.6,4622,1925,2303,2,7,3,2,1,1,2,Old
386.1,5500,1932,1383,1,9,4,2,0,1,1,Recent
414.5,8125,1910,1988,2,6,3,1,0,1,1,Old
449.9,7740,1988,1700,2,7,3,2,2,1,1,None
396.2,4350,1932,1464,2,7,3,1,0,1,1,None
511.6,9643,1910,2485,2,9,5,2,0,1,1,None
534.2,11700,1880,2642,2,10,4,1,1,1,1,None
416.3,6375,1895,2588,2,11,5,1,0,1,0,None
390.4,9503,1910,1258,1.5,6,3,2,0,1,1,Recent
295.8,3662,1929,925,1,5,2,1,0,1,0,Old
439.5,7471,1950,2166,2,6,4,2,0,1,0,None
339.1,6250,1889,1516,2,6,2,1,1,1,0,None
553.8,9126,1963,2122,2,8,3,1,1,1,2,None
310.5,5000,1958,936,1,4,2,1,0,1,1,None
455.1,10498,1920,1776,2,8,3,2,0,1,0,Old
470.9,12606,1880,2070,2,9,4,1,1,1,1,None
545.1,10416,1900,2840,2,8,4,1,1,1,1,None
359.9,4524,1930,1664,2,8,4,1,1,1,0,None
261.7,3800,1965,1056,1,5,2,1,0,1,1,None
618.4,10167,1910,2821,2,9,5,2,1,1,1,Recent
422.5,8400,1905,1946,2,7,4,1,0,1,0,None
375,6100,1900,1871,2,7,4,1,1,1,1,None
318,5500,1920,1383,1,5,2,1,0,1,0,None
383.3,4650,1930,1632,2,8,4,2,1,1,1,None
319.1,6375,1880,1271,2,6,3,1,1,1,0,None
328.4,6375,1964,1387,1.5,6,2,2,1,1,1,None
336.4,2691,1925,1733,2,8,4,1,1,1,0,None
577.1,5244,1887,2298,2,9,4,1,1,1,1,Recent
411,5369,1922,1550,2,6,3,1,0,1,2,None
300.8,3800,1909,912,1,5,3,1,0,1,1,None
267.5,4068,1929,988,1,5,2,1,1,1,0,None
434.2,12198,1920,1760,2,7,4,2,0,1,0,Recent
624.5,10085,1892,3355,2,10,3,2,1,1,2,None
313.3,5120,1952,1416,1,6,3,1,0,1,1,None
439.1,6250,1900,2477,2,10,3,1,1,1,1,None
322.3,4794,1955,1414,1.5,5,2,1,1,1,1,None
349.2,6293,1925,1297,1,6,3,1,0,1,0,None
624.9,11700,1900,2220,2,7,3,1,1,1,1,Recent
565.4,9951,1949,2534,2,8,4,2,1,1,2,None
361.8,3680,1920,1762,2,9,3,1,1,1,0,None
353.6,3800,1930,1492,1,6,3,1,0,1,1,None
377.6,4950,1920,1550,2,6,2,1,0,1,1,None
369.5,5500,1955,1503,1.5,7,4,2,0,1,1,None
475.3,8705,1930,1798,2,7,4,1,1,1,1,None
384,6375,1910,1794,2,7,3,1,1,1,0,None
485.1,7981,1910,2481,2,9,3,3,1,1,1,None
676.2,11354,1910,2670,2,10,5,3,1,1,1,Old
264.5,3800,1930,1000,1,5,2,1,0,1,1,None
361.2,5275,1960,1395,1,7,3,1,1,1,1,None
380.1,6145,1938,1402,2,7,3,1,1,1,1,None
340.4,3120,1920,1364,2,7,3,1,0,1,0,Recent
741.9,7589,2006,3245,1.5,10,5,3,1,1,2,None
286.3,4406,1930,950,1,5,2,1,0,1,0,None
385.4,7906,1960,1056,1,5,2,1,0,1,1,None
418.4,5756,1930,1500,2,8,4,1,0,1,0,None
363.1,6080,1931,1461,1.5,6,2,1,1,1,1,None
386.8,3800,1915,1607,1,8,4,1,1,1,1,None
386.6,3770,1914,1752,2,7,4,1,1,1,0,Recent
365.8,4000,1895,1698,2,8,3,1,1,1,0,None
372.7,5400,1930,1550,2,6,3,1,0,1,0,None
482.8,5096,1906,2674,2,8,4,1,1,1,1,None
397.2,14230,1960,1014,1,6,2,1,1,1,1,None
279.8,3512,1955,792,1,6,3,1,1,1,1,None
300.4,5500,1924,950,1,5,2,1,0,1,1,None
338.7,6375,1910,1383,1,6,3,1,0,1,1,None
370.1,5000,1945,1314,2,8,3,1,1,1,1,None
356.6,2755,1920,1710,2,6,3,1,1,1,0,Recent
343.5,4556,1935,1680,1.5,6,3,2,0,1,1,Recent
398.5,5244,1920,1585,2,9,3,1,1,1,0,None
721.6,5505,1900,3626,2,14,7,3,1,1,2,Recent
535,5732,1900,2113,2,9,5,1,0,1,1,None
555.9,10731,1910,2371,2,9,5,2,1,1,1,None
397,6000,1940,1514,2,7,3,1,1,1,2,None
396.7,4950,1930,1752,2,8,3,2,1,1,1,None
293.1,6000,1930,1050,1,5,2,1,0,1,1,None
375,6159,1920,1705,2,9,5,1,0,1,0,Old
387.8,7500,1887,1648,2,7,3,1,1,1,1,None
401.3,6457,1962,1581,2,6,3,1,1,1,1,None
562.9,8960,1910,2767,2,8,5,2,2,1,2,Old
338.1,4651,1924,1600,2,6,3,1,1,1,0,None
344.5,5398,1930,1428,1,5,2,1,0,1,0,None
409.2,5500,1922,1565,2,6,3,2,1,1,1,None
292.6,6000,1931,1146,1,5,2,1,0,1,1,None
468.4,12190,1965,1908,2,9,4,2,0,1,1,None
402.8,3290,1910,1971,2,8,4,1,0,1,1,None
355.9,9500,1925,1542,2,7,3,1,0,1,1,None
364.9,2614,1910,2090,2,7,3,1,1,1,0,None
388.3,11690,1960,988,1,5,2,1,1,1,1,None
383.1,6000,1890,1639,2,7,3,2,1,1,1,None
580.6,12642,1890,3015,2,9,5,2,0,1,0,None
384.2,4019,1903,2007,2,10,4,2,1,1,0,None
491.9,8950,1865,1872,2,6,2,1,1,1,0,Recent
405.6,4780,1899,1937,2,8,5,1,0,1,1,None
325.7,4848,1929,1351,2,7,3,1,1,1,1,None
454.8,5500,1910,1850,2,7,3,1,2,1,0,Recent
559.5,9008,1910,2927,2,10,4,2,0,1,1,None
386.4,6250,1925,1859,2,7,4,1,0,1,0,None
683.1,11550,1900,3245,2.5,9,4,3,1,1,2,None
367.3,5000,1920,1458,2,7,3,1,1,1,1,None
341.3,4305,1920,1380,2,6,3,1,0,1,0,None
447,6637,1960,2050,2,8,4,2,1,1,1,None
363,5370,1954,1274,2,6,3,1,0,1,1,Recent
500.6,5305,1910,3331,2,8,4,1,1,1,3,None
582.9,9080,1935,2514,2,8,4,3,1,1,1,None
375.2,5008,1960,1404,1,7,2,1,0,1,1,Recent
396.6,5500,1920,1918,2,7,4,1,1,1,1,None
566.3,6375,1880,2548,2.5,9,4,2,1,1,0,Old
329.1,4524,1897,1533,1,7,3,1,0,1,1,None
349.4,5500,1920,1544,1.5,6,2,1,1,1,1,None
513,10510,1925,2567,2,10,5,1,1,1,1,Old
342,6110,1955,1322,1.5,6,3,2,0,1,1,None
304.2,5469,1925,950,1,6,2,1,0,1,1,None
306.5,3550,1930,1152,2,6,3,1,0,1,0,None
340.4,4394,1910,1500,2,7,4,1,1,1,0,None
477.1,6375,1880,2522,2,8,3,1,1,1,2,Recent
394.1,6308,1960,1810,2,8,2,1,1,1,0,None
350.4,5500,1930,1328,2,7,3,1,0,1,1,None
346.4,6265,1935,1399,1,7,4,1,0,1,0,None
295.4,4000,1930,912,1,5,2,1,0,1,1,None
304.1,5163,1930,974,1,5,2,1,1,1,1,None
437.8,9250,1880,1884,2,7,4,1,0,1,0,None
531.7,8280,1910,3039,2,9,3,2,0,1,2,None
405.6,6831,1900,1568,2,9,4,2,0,2,1,None
537.6,9904,1910,2860,2,10,6,1,1,1,0,None
486.9,6700,1870,2774,2,9,4,2,1,1,1,None
595.2,9425,1900,2838,2.5,10,6,2,1,1,1,Recent
323.3,4000,1934,1550,1.5,6,3,1,1,1,0,None
354.2,6349,1930,1904,1.5,8,3,1,1,1,1,None
350.2,5469,1914,1615,1.5,7,4,2,0,1,0,None
437,5097,1910,2337,2,9,4,2,1,1,1,None
485.7,11204,1885,2625,2,10,5,2,1,1,0,None
402.6,6375,1880,1710,2,7,3,1,1,1,0,None
281.6,4000,1925,912,1,5,2,1,0,1,0,None
740.6,16576,1920,4288,2,14,8,3,0,1,2,None
350.3,5500,1938,1586,2,7,3,1,0,1,1,None
329.3,6258,1956,1082,1,6,2,1,0,1,1,Old
377.6,4345,1920,1758,2,8,4,1,1,1,0,None
419.1,5202,1925,1529,1,8,4,1,1,1,1,Recent
459.9,5942,1910,2294,2,9,5,2,0,1,0,None
464.3,6353,1915,1792,2,6,3,1,1,1,1,Recent
511.2,5888,1915,2370,2,7,3,1,0,1,1,None
462.2,6625,1880,2349,2,13,6,1,2,1,0,None
607.2,9625,1909,2684,2.5,9,6,1,1,1,1,Recent
271.1,4000,1925,912,1,5,2,1,0,1,0,None
296.8,5000,1950,828,1,4,2,1,0,1,1,None
333.7,5469,1928,1330,1,8,3,1,0,2,1,None
532.9,7150,1920,2989,2,10,5,2,1,1,1,None
606.4,13830,1986,2344,2,7,3,2,1,1,1,None
354.4,4594,1920,1527,2,6,3,1,0,1,0,None
350.1,4000,1930,1658,1.5,8,3,2,1,1,0,Old
361,5500,1930,1350,2,6,3,1,1,1,1,None
327.1,6128,1929,1420,1,6,3,1,0,1,0,None
562.5,4800,1900,3153,2,8,3,2,1,1,1,Recent
387.7,6251,1986,1296,2,5,3,1,1,1,1,None
500.6,6480,1910,2502,2,8,5,2,0,1,1,None
385.6,6625,1880,1900,2,6,3,1,0,1,0,None
331.2,5465,1940,1420,1,5,2,1,0,1,1,None
663.1,9825,1900,2854,2.5,10,6,3,1,1,1,Recent
527.8,7169,1914,2290,2,7,4,2,1,1,1,None
270.7,4000,1925,888,1,5,2,1,0,1,1,None
493.6,4397,1912,2566,2,9,5,2,1,1,0,Recent
312.5,4806,1875,1314,1.5,6,3,1,0,1,0,None
396.9,7382,1957,1599,2,7,3,1,1,1,1,None
554.9,6650,1915,2374,2,7,3,2,0,1,1,Recent
290.2,3800,1920,912,1,6,3,2,0,1,0,None
292.5,5000,1923,912,1,5,2,1,0,1,0,None
496.9,7476,1910,1658,2,8,3,2,1,1,1,Recent
498.7,6775,1915,2220,2,7,3,1,1,1,1,None
295,6244,1958,960,1,5,2,1,0,1,0,None
518.5,10400,1910,1874,2,8,3,1,1,1,2,None
275,6080,1930,941,1,5,2,1,0,1,0,None
397.4,5469,1925,1352,2,8,2,1,1,1,1,Recent
340.6,4413,1920,1394,2,7,3,2,0,1,0,None
527.6,10025,1910,2501,2,9,5,2,1,1,1,Old
333.8,3800,1934,1795,1.5,8,3,2,0,1,0,Old
302.9,3500,1930,1284,2,7,3,1,1,1,0,None
316.8,5497,1925,1032,1,7,3,1,0,1,1,None
389.3,6375,1887,1766,2.5,6,3,1,1,1,0,None
536.9,10370,1910,1944,2,8,4,1,1,1,1,None
282.5,3800,1920,912,1,5,2,1,0,1,0,None
346.3,5500,1950,1291,1,6,3,1,1,1,1,None
510.2,6480,1920,1729,2,7,3,1,1,1,0,Recent
564.5,6222,1910,2024,2,6,3,2,1,1,0,Recent
379.1,6157,1910,1620,2,6,3,1,0,1,1,Old
433.4,4063,1920,1489,2,7,3,2,0,1,0,Recent
405.6,14130,1900,1701,1.5,7,4,2,0,1,0,None
713.1,13113,1909,3176,2,12,6,2,1,1,1,None
453.1,10119,1880,1900,2,9,5,1,0,1,0,None
343.9,5469,1928,1350,2,6,3,1,0,1,0,None
288.3,6237,1958,960,1,5,2,1,0,1,0,None
586.3,8580,1890,2457,2,7,3,1,1,1,1,Recent
280.2,3800,1920,1104,1,5,2,1,0,1,0,None
382.5,5491,1903,1764,2,7,4,1,0,1,1,None
515.1,8386,1900,2940,2,9,4,1,1,1,1,None
489.9,6180,1910,2729,2,9,4,1,1,1,2,None
276.7,3800,1929,1056,1,5,2,1,0,1,0,None
340.1,6173,1920,1352,2,6,2,1,0,1,1,None
418.1,7591,1887,1959,2.5,7,4,1,1,1,1,None
349,4000,1917,1710,2,7,3,1,1,1,0,None
350.7,5000,1950,1306,1.5,6,3,2,0,1,1,None
369.6,5500,1955,1192,1,8,3,2,0,1,1,None
338.8,5469,1925,1600,2,7,4,1,0,1,1,None
390.4,5600,1900,1896,2,8,4,1,0,1,1,None
578.9,7938,1910,2193,2,8,4,1,1,1,0,Recent
404.3,6250,1880,2282,2,7,4,1,0,1,0,None
530,8016,1910,2594,2,10,4,2,1,1,1,Recent
350.5,4000,1912,1392,2,6,3,1,1,1,0,None
277.9,3800,1920,1056,1,5,2,1,0,1,0,None
376.6,5500,1929,1842,2,7,4,1,1,1,0,None
553.7,5785,1910,2678,2.5,10,5,2,1,1,1,Old
508.6,6781,1885,2224,2,8,5,2,1,1,1,Recent
634.9,10000,1910,3192,2,9,5,1,1,1,1,None
406.8,7600,1915,1745,2,8,3,1,1,1,0,None
345.3,6190,1953,1306,1.5,6,2,2,0,1,1,None
341.6,5469,1936,1336,2,6,3,1,1,1,1,Old
392.7,6435,1918,2039,2,8,4,1,0,1,1,None
491.9,6600,1905,2012,2,8,3,2,1,1,0,None
467.6,4725,1900,2407,2,8,3,1,1,1,0,Recent
581.5,9775,1910,2459,2,10,4,1,1,1,0,Recent
277.1,4038,1920,864,1,5,2,1,0,1,1,None
351.9,4381,1956,1025,1,7,3,2,0,1,1,Recent
383.8,5710,1914,2057,2,7,4,1,1,1,0,None
341.8,6531,1953,1260,1,6,3,1,1,1,1,None
471,7128,1870,2412,2,9,4,1,1,1,1,None
388,7890,1920,1523,1.5,6,2,1,0,1,0,None
399.6,5500,1927,1578,1,7,3,2,1,1,1,None
309,4250,1900,1040,1.5,6,3,1,0,1,0,Recent
476.6,8135,1910,2144,2,8,5,1,1,1,1,Recent
256.9,4037,1930,886,1,5,2,1,0,1,0,None
399.5,5500,1910,1654,2,6,3,1,0,1,1,Recent
463.4,7672,1915,1750,2,8,3,1,1,1,1,None
302.6,3800,1950,1090,1,6,3,1,0,1,1,None
263.3,3845,1930,1002,1,5,2,1,0,1,0,None
381.3,5590,1935,1490,2,8,3,1,0,1,1,None
370.9,5469,1925,1521,2,7,4,1,0,1,1,None
344.3,4000,1917,1588,2,7,4,1,0,1,0,Recent
351.1,6207,1950,1075,1,6,3,1,1,1,1,None
550.6,7633,1910,2633,2,9,6,1,1,1,1,None
631,6500,1880,3857,2,9,6,1,0,1,1,None
873,19630,1910,3374,2,12,4,3,1,1,4,Recent
596.1,8232,1910,2978,2,9,5,2,0,1,1,Recent
401,5700,1950,1836,1.5,8,4,2,0,1,0,Recent
374.3,7183,1885,1648,2,7,4,1,0,1,0,None
672.8,8430,1910,2957,2,9,4,3,0,1,1,None
345.7,2992,1956,1403,1.5,6,3,1,0,1,1,Recent
334.7,4263,1940,1627,2,7,4,1,0,1,0,None
270.8,3842,1937,1102,1,8,3,2,0,1,0,None
540.9,5755,1910,2722,2,10,5,2,0,1,2,Old
338.2,4006,1925,1330,1,7,2,2,0,1,1,Recent
507.5,5468,1928,2719,2,9,4,2,1,1,0,Recent
387.1,5800,1915,1688,2,7,3,1,1,1,1,None
408.8,5500,1951,1920,2,8,4,2,0,1,1,Recent
355.2,5069,1950,1306,1.5,6,3,1,0,1,1,Old
655.6,8333,1910,3558,2.5,11,6,2,0,1,1,Old
286.5,3800,1959,1017,1,5,2,1,0,1,0,None
316.8,5500,1953,985,1,5,2,1,0,1,1,None
339.3,6089,1965,1225,2,6,3,1,1,1,1,None
718.2,19180,1918,3564,2.5,11,4,2,2,1,0,None
385.6,7156,1895,1616,2,6,3,1,0,1,0,None
501.1,6750,1910,2309,2,9,4,3,1,1,2,None
762.5,9401,2002,3495,2.5,8,4,2,1,1,1,None
536.5,6323,1920,2108,2,7,4,2,0,1,1,Old
691.1,12880,1910,2833,2,8,5,2,1,1,1,Recent
691.3,5750,1910,4188,2.5,10,4,3,0,1,3,Recent
525.5,10988,1915,1920,2,6,3,2,1,1,1,Recent
348.1,5500,1931,1568,1,6,3,1,0,1,1,None
326.3,5469,1928,1300,2,6,3,1,0,1,1,None
332.5,4500,1930,1061,1.5,8,2,1,1,1,1,None
354,6000,1950,1201,1,9,4,1,0,1,1,Recent
368.9,4951,1952,1474,1.5,6,3,2,0,1,1,None
642.7,8415,1910,2843,2,11,6,2,1,1,1,Recent
319.6,3800,1920,1550,1.5,8,3,2,0,1,0,None
392.3,6228,1925,1836,1.5,6,3,1,0,1,1,Old
307.1,5373,1930,1068,1,6,3,1,0,1,1,None
318.6,5500,1950,1075,1,6,3,1,0,1,1,None
346.4,6082,1965,1225,2,8,3,1,1,1,1,None
289.2,4275,1920,960,1,5,2,1,0,1,1,None
340.4,5469,1925,1334,2,6,3,1,0,1,1,None
337.5,5687,1893,1224,1.5,7,3,1,0,1,0,None
690,12800,1910,3014,2,10,5,1,1,1,1,None
402.9,7133,1880,1940,2,7,3,1,1,1,1,Old
631,6625,2007,2946,2,9,4,2,1,1,1,None
323.5,3478,1950,1239,1,7,4,1,1,1,1,None
390.9,6235,1915,1649,2,8,4,1,1,1,1,None
645.6,9217,2001,2542,2,8,4,2,1,1,0,None
678.3,11918,1860,3125,2,8,4,2,0,1,1,Old
354.2,5500,1933,1443,2,6,3,2,0,1,1,None
551.2,9140,1900,3348,2,9,4,1,1,1,1,None
400,3653,1930,1334,2,6,3,1,0,1,1,None
310.6,5139,1910,1336,2,6,3,1,1,1,1,None
326.5,3600,1929,1152,2,5,2,1,0,1,1,None
674.9,9856,1910,3566,2,9,4,1,0,1,2,Old
409.4,6233,1933,1924,2,9,4,1,1,1,1,None
609.7,9564,1910,2729,2,10,6,2,0,1,1,Recent
418.2,8257,1927,1680,2,7,4,1,0,1,1,None
667.8,9375,1906,3003,2,10,5,2,0,1,2,Recent
382.6,4416,1955,1144,1,7,3,1,1,1,1,Recent
306,3250,1960,1224,1.5,6,3,2,0,1,1,None
378.6,6025,1965,1530,2,7,4,1,1,1,1,None
629.9,11533,1918,3927,2.5,11,6,1,1,1,2,None
522.7,6625,1896,2832,2,9,5,1,1,1,1,Recent
344,5812,1920,1595,1.5,6,3,2,0,1,1,None
529.6,6400,1910,2924,2,9,3,2,0,1,0,None
365.8,5500,1949,1555,1.5,6,3,1,1,1,0,None
372.5,7113,1930,1232,2,6,3,1,1,1,0,None
483.8,6134,2003,1696,2,7,4,2,1,1,1,None
365.6,7132,1955,1142,1,6,4,2,0,1,1,Recent
668.7,20897,1910,3977,2,13,4,1,1,1,1,Old
497.3,11679,1915,2319,2,9,4,1,1,1,1,None
335.1,4211,1955,1384,1.5,7,3,1,1,1,1,None
683.1,12132,1910,2774,2.5,10,4,2,1,1,1,Recent
345.6,4520,1960,1413,2,6,3,1,1,1,1,None
351.8,6235,1920,1512,1,5,2,1,0,1,1,None
458.7,7842,1915,2100,2,8,4,2,0,1,1,None
326.7,3250,1932,1285,1.5,8,2,1,1,1,1,None
480.2,5584,1930,1919,2,6,3,1,1,1,1,None
321.3,3609,1930,1392,2,6,3,1,1,1,1,None
285.1,3159,1940,934,1,6,3,1,0,1,0,None
410,5000,1890,1696,2,7,4,1,1,1,1,Recent
353.2,5950,1960,1274,2,6,3,1,1,1,1,None
355.1,3882,1931,1440,2,6,3,2,0,1,1,None
642.7,9375,1910,3224,2.5,11,6,2,1,1,1,Old
354.9,6375,1955,1210,1,7,4,1,0,1,1,None
346.5,5500,1950,1306,1.5,6,2,2,0,1,1,Recent
357.2,7105,1930,1383,1,6,3,2,0,1,1,None
476.2,11637,1993,1798,2,7,4,2,1,1,1,None
389.3,6235,1932,1584,2,7,3,1,0,1,1,None
435.4,6709,1910,2648,2,10,5,1,1,1,1,None
422.7,5568,1900,2158,2,8,3,1,1,1,1,None
302.7,4140,1925,1295,1,7,3,1,0,1,1,None
331,5000,1890,1488,2,6,3,1,0,1,0,None
520.6,16616,1929,2144,2,9,4,1,1,1,1,None
285.2,3060,1950,1123,1,6,2,1,0,1,1,None
331.3,4793,1945,1380,2,6,3,1,0,1,0,None
459.9,6375,1900,2235,2,9,5,1,1,1,1,Recent
351.2,5943,1965,1518,2,7,3,1,1,1,1,None
394.5,6178,1968,1560,2,7,4,1,1,1,1,None
474.9,5000,1900,2440,2,9,4,1,1,1,1,None
364.2,11168,1915,1664,2,7,3,1,1,1,0,None
385.6,6000,1960,1470,2,8,4,1,1,1,1,None
356.6,3609,1930,1446,2,6,3,1,0,1,1,None
339.9,3610,1930,1454,2,7,3,1,1,1,1,None
271.3,3376,1953,850,1,4,2,1,0,1,0,None
576.5,9200,1899,2520,2,9,4,2,1,1,3,Recent
453.7,6303,1910,2906,2,9,4,1,1,1,1,None
317.1,4140,1920,1295,1,5,2,1,0,1,1,None
481.3,8795,1993,1749,2,7,3,1,1,1,1,None
464.7,7813,1890,2857,2,9,7,1,1,1,1,None
368.2,7100,1909,1466,2,8,3,1,1,1,0,Old
330.3,4891,1930,1512,1,5,2,1,0,1,1,Recent
359.4,5760,1957,1613,1.5,6,3,2,0,1,1,None
576.8,37647,1915,2300,1,8,4,2,1,1,0,None
397.4,9625,1910,1536,2,6,3,1,0,1,1,None
402.3,6500,1890,2212,2,9,5,1,1,1,0,None
444.5,9375,1890,2250,2.5,9,6,1,0,1,0,Old
357,5870,1968,1530,2,7,3,1,1,1,1,None
319.6,5815,1964,1200,1,6,4,1,1,1,0,None
334.9,4500,1927,1310,1,6,3,2,0,1,1,Old
639.6,12500,1910,3493,2,12,4,1,1,1,2,None
341.1,4991,1920,1420,1,8,3,1,0,1,0,Old
667.2,6030,1895,2756,2,12,7,3,0,1,2,Recent
301.2,1800,1942,1904,1.5,8,3,2,0,1,0,None
335.5,3587,1930,1324,2,6,3,1,1,1,1,None
382.1,5570,1925,1536,2,7,3,1,0,1,1,None
346.8,3610,1930,1392,2,6,3,1,1,1,1,None
568.4,15295,1890,2153,2,9,6,1,3,1,1,None
605.5,10233,1910,3845,2.5,12,4,2,1,1,1,None
406.4,6500,1924,1782,2,7,4,1,1,1,1,None
292,4075,1945,1310,1,6,2,1,0,1,0,None
539.2,8050,1910,2385,2,7,4,1,1,1,2,Old
320.9,6750,1940,1040,1,6,2,1,0,1,1,Old
528.8,9080,1910,2569,2,9,6,1,1,1,1,None
464.2,6613,1997,1885,2,8,3,2,2,1,2,None
301.6,5987,1960,972,1,6,3,1,0,1,1,None
441.4,10168,1955,1670,2,7,4,1,1,1,1,None
568.3,6265,1920,2514,2,9,4,1,1,1,1,None
329.7,9500,1950,924,1,5,3,1,0,1,0,None
461.7,6937,1997,1664,2,7,3,1,2,1,1,None
536.8,7097,1890,2460,1.5,10,5,1,1,1,0,Old
300,3680,1941,1295,1,7,4,1,0,1,0,None
677,7690,1900,3220,2,10,5,1,2,1,1,Recent
432.7,10250,1885,1764,2,6,3,1,0,1,0,None
476.3,9934,1913,3232,2,9,4,2,0,1,0,None
514.2,11562,1899,2535,2,8,3,2,1,1,0,Recent
427.3,3588,1930,1538,2,7,3,1,1,1,1,Recent
444.7,10900,1955,1470,2,7,4,1,1,1,1,None
794,12201,1840,3061,2,10,7,4,0,2,2,Old
310.5,5093,1953,1042,1,7,3,1,1,1,1,None
526.6,7225,1900,2629,2,9,5,1,1,1,1,None
360.2,5728,1960,1850,1,5,2,1,0,1,0,None
400.6,6280,1950,2507,1,8,3,1,1,1,0,None
310.1,3217,1965,1274,2,7,3,1,1,1,1,None
312,4197,1950,1042,1,5,2,1,0,1,1,Recent
775.5,13750,1900,3906,2,12,7,1,2,1,0,Recent
511.7,9401,1906,2749,2,10,4,1,1,1,1,None
381.5,4030,1920,1872,2,6,3,2,0,1,1,Old
350.2,3270,1835,1295,1.5,6,3,1,0,1,0,None
390,5130,1954,1470,2,7,4,1,1,1,1,None
334.5,6500,1953,1275,1.5,6,3,2,0,1,1,Old
345.6,5100,1915,1120,2,6,3,1,0,1,1,Recent
539.1,5405,1900,2338,2,9,5,2,0,1,2,Recent
489.7,9062,1910,2665,2,8,3,2,0,1,0,Old
318.7,3762,1935,1296,2,5,2,1,1,1,1,None
390.9,6346,1955,1581,2,7,4,1,1,1,0,None
308.4,6375,1920,1061,1.5,6,3,1,0,1,0,None
382.9,8220,1920,1320,2,7,3,1,0,1,1,None
384.8,3655,1925,1900,2,7,3,2,0,1,1,None
437,6161,1955,1673,2,8,4,1,1,1,1,None
353.4,4182,1950,1085,1,6,3,1,1,1,0,Recent
497.5,9300,1939,1758,2,8,3,1,1,1,1,Recent
325.5,3688,1928,1591,1.5,8,4,1,1,1,0,None
310.3,4050,1924,1260,1,5,2,1,0,1,1,None
311.5,6480,1924,1066,1,5,2,1,0,1,1,None
540,8750,1940,2342,2,11,3,2,1,1,1,None
456.2,5405,1900,2095,2,8,4,1,1,1,0,None
453.6,8731,1910,2403,2,8,3,1,0,1,1,None
324.8,5100,1924,1152,2,6,3,1,0,1,1,None
451.6,6375,1901,2495,2,9,4,1,1,1,0,Recent
438.7,8800,1900,2235,2,10,2,1,1,1,1,None
385.6,4509,1960,1569,2,7,4,1,1,1,1,None
452.9,5000,1910,2098,2,7,3,1,1,1,1,Recent
318.4,6375,1920,1102,1.5,6,3,1,0,1,1,None
343.1,5941,1955,1372,2,6,3,1,1,1,0,None
412.7,4269,1930,2347,2,8,4,2,0,1,1,None
479.8,6500,1904,2187,2,9,4,2,1,1,0,Recent
388.2,6266,1925,1780,2,6,3,1,1,1,1,None
352.5,4070,1928,1680,1.5,8,4,2,0,1,1,None
286.8,4030,1928,1295,1,5,2,1,0,1,1,None
508.8,14204,1960,2391,1,7,2,2,1,1,1,None
374.6,4168,1950,1265,1.5,6,3,2,0,1,0,None
491.3,7130,1900,2213,2,9,4,1,1,1,1,None
432.3,6247,1955,1590,2,7,4,1,2,1,1,Recent
574.3,9562,1909,2367,2.5,9,5,2,1,1,1,Recent
413.7,4200,1910,2036,2,8,5,1,1,1,1,None
349.3,6375,1926,1663,1,7,3,1,0,1,1,None
342.7,5100,1930,1560,1,6,2,1,0,1,0,Old
504.4,6402,1956,2131,2,8,5,2,1,1,1,Recent
442,5000,1920,2105,2,7,3,1,1,1,0,Recent
338.2,5250,1960,1060,1,6,2,1,1,1,0,None
299.5,5910,1958,1008,1,5,3,1,1,1,1,None
349.9,4669,1919,1299,2,7,3,1,1,1,0,Old
516.7,10000,1945,1988,1,7,3,1,1,1,0,Old
441.7,6500,1927,1934,1.5,5,3,2,0,1,1,Recent
377.7,6259,1940,1612,2,8,4,1,1,1,1,None
372.3,4965,1963,1808,1,6,3,1,1,1,1,None
361.8,4050,1930,1295,1,5,2,1,0,1,1,Recent
470,10625,1938,1274,2,8,3,1,1,1,1,Old
398.4,6995,1920,1763,2,8,4,1,1,1,1,None
418.5,8244,1928,1485,2,7,2,1,0,1,1,Old
359.4,7145,1960,1323,2,6,3,1,1,1,1,None
426,5520,1897,2416,2,9,4,1,0,1,1,Old
325.7,3789,1925,1302,2,5,2,1,0,1,1,None
541.7,14513,1910,2084,2,7,3,1,0,1,0,None
